#sallacc	qacc	evalue	length	pident	qcovs	slen	seq.id	species 
KTD60041.1	AVR58_01375	7.63e-89	518	36.486	46	685	KTD60041.1 Dot/Icm system substrate protein SdbA 	L. shakespearei DSM 23087
RUR09850.1	AVR58_01375	4.85e-87	494	35.830	44	717	RUR09850.1 hypothetical protein ELY14_07375 	L. septentrionalis
KTD49709.1	AVR58_01375	6.51e-77	526	33.270	46	874	KTD49709.1 SdbA protein, substrate of the Dot/Icm system 	L. quinlivanii
STX32938.1	AVR58_01375	9.32e-77	572	32.867	50	871	STX32938.1 Dot/Icm system substrate protein SdbA 	L. birminghamensis
MCL9683874.1	AVR58_01375	2.68e-65	502	31.873	42	546	MCL9683874.1 alpha/beta hydrolase 	L. sp. HCPI-6
STX27689.1	AVR58_01375	1.61e-57	454	33.480	38	539	STX27689.1 SdbA protein, substrate of the Dot/Icm system 	L. beliardensis
KGP64264.1	AVR58_01375	3.63e-55	450	31.333	39	534	KGP64264.1 hypothetical protein EP47_04235 	L. norrlandica
STX50200.1	AVR58_01375	1.22e-53	497	29.779	42	540	STX50200.1 SdbA protein, substrate of the Dot/Icm system 	L. busanensis
AOU49487.1	AVR58_09805	0.0	521	100.000	100	521	AOU49487.1 type IV secretion protein Dot 	L. pneumophila
AOU49486.1	AVR58_09805	1.53e-30	476	26.471	80	977	AOU49486.1 type IV secretion protein Dot 	L. pneumophila
AOU49491.1	AVR58_09830	0.0	597	100.000	100	597	AOU49491.1 type IV secretion protein Dot 	L. pneumophila
STX46255.1	AVR58_09830	0.0	598	62.709	100	592	STX46255.1 substrate of the Dot/Icm secretion system 	L. gratiana
AUH70988.1	AVR58_09830	0.0	598	60.870	100	583	AUH70988.1 type IV secretion protein Dot 	L. sainthelensi
STX36487.1	AVR58_09830	0.0	597	60.972	100	581	STX36487.1 substrate of the Dot/Icm secretion system 	L. cincinnatiensis
CBJ13583.1	AVR58_09830	0.0	597	60.469	100	582	CBJ13583.1 substrate of the Dot/Icm secretion system 	L. longbeachae NSW150
KTD63730.1	AVR58_09830	0.0	597	61.642	100	581	KTD63730.1 substrate of the Dot/Icm secretion system 	L. santicrucis
MCL9683888.1	AVR58_09830	0.0	607	49.588	99	601	MCL9683888.1 type IV secretion protein Dot 	L. sp. HCPI-6
STY19415.1	AVR58_09830	1.18e-166	602	46.512	100	618	STY19415.1 substrate of the Dot/Icm secretion system 	L. quateirensis
EHL30378.1	AVR58_09830	2.35e-166	600	46.833	99	581	EHL30378.1 hypothetical protein LDG_7713 	L. drancourtii LLAP12
CEG57577.1	AVR58_09830	3.16e-162	594	47.306	97	605	CEG57577.1 putative substrate of the Dot/Icm secretion system 	5 coiled coil domains 	L. fallonii LLAP-10
MBL7481674.1	AVR58_09830	1.09e-151	597	44.724	99	620	MBL7481674.1 type IV secretion protein Dot 	L. sp. 27fs60
KTD57588.1	AVR58_09830	1.08e-137	591	41.794	97	606	KTD57588.1 substrate of the Dot/Icm secretion system 	L. shakespearei DSM 23087
STX64111.1	AVR58_09830	1.32e-132	608	40.625	99	609	STX64111.1 substrate of the Dot/Icm secretion system 	L. moravica
BCA96887.1	AVR58_09830	3.07e-125	405	48.889	68	407	BCA96887.1 hypothetical protein TUM19329_32480 	L. antarctica
STY32267.1	AVR58_09830	2.21e-104	577	36.395	96	611	STY32267.1 substrate of the Dot/Icm secretion system 	L. worsleiensis
SNV08985.1	AVR58_09830	4.43e-82	612	33.333	99	594	SNV08985.1 substrate of the Dot/Icm secretion system 	L. waltersii
BCA96889.1	AVR58_09830	1.23e-43	181	48.619	30	194	BCA96889.1 hypothetical protein TUM19329_32500 	L. antarctica
AUH73197.1	AVR58_09830	1.06e-41	651	27.189	98	643	AUH73197.1 hypothetical protein CAB17_14890 	L. sainthelensi
KTD55734.1	AVR58_09830	1.07e-39	593	27.487	93	613	KTD55734.1 substrate of the Dot/Icm secretion system 	L. santicrucis
STX45271.1	AVR58_09830	1.71e-39	624	27.404	95	615	STX45271.1 substrate of the Dot/Icm secretion system 	L. gratiana
STO34211.1	AVR58_09830	5.78e-39	614	29.153	97	600	STO34211.1 Uncharacterized protein conserved in bacteria with the myosin-like domain 	L. bozemanae
STX76579.1	AVR58_09830	1.05e-35	599	27.546	95	598	STX76579.1 substrate of the Dot/Icm secretion system 	L. parisiensis
AWN74483.1	AVR58_09830	3.73e-34	631	27.258	97	602	AWN74483.1 hypothetical protein DLD14_11840 	L. anisa
CBJ11825.1	AVR58_09830	1.56e-33	607	26.689	97	603	CBJ11825.1 Hypothetical protein, weakly similar to eukaryotic protein 	L. longbeachae NSW150
STX34952.1	AVR58_09830	4.26e-33	647	25.811	96	650	STX34952.1 substrate of the Dot/Icm secretion system 	L. cincinnatiensis
STY22867.1	AVR58_09830	5.34e-31	615	26.667	97	606	STY22867.1 substrate of the Dot/Icm secretion system 	L. steigerwaltii
KTD68038.1	AVR58_09830	6.76e-31	628	27.229	97	607	KTD68038.1 substrate of the Dot/Icm secretion system 	L. steelei
EHL30275.1	AVR58_09830	1.81e-28	597	27.136	97	588	EHL30275.1 hypothetical protein LDG_7785 	L. drancourtii LLAP12
KTD36927.1	AVR58_09830	2.00e-27	593	24.789	97	573	KTD36927.1 substrate of the Dot/Icm secretion system 	L. oakridgensis
KTC98448.1	AVR58_09830	3.03e-26	596	24.161	97	575	KTC98448.1 substrate of the Dot/Icm secretion system 	L. erythra
RUR22038.1	AVR58_09830	1.53e-25	632	26.582	99	614	RUR22038.1 hypothetical protein ELY20_10755 	L. qingyii
AOU49248.1	AVR58_09830	4.05e-19	380	27.105	59	546	AOU49248.1 type IV secretion protein Dot 	L. pneumophila
KGP63610.1	AVR58_09830	1.57e-18	584	24.658	94	543	KGP63610.1 type IV secretion protein Dot 	L. norrlandica
STY25450.1	AVR58_09830	2.58e-18	594	23.232	97	575	STY25450.1 substrate of the Dot/Icm secretion system 	L. taurinensis
KTD60823.1	AVR58_09830	3.71e-18	608	22.533	97	552	KTD60823.1 Tpr 	L. shakespearei DSM 23087
KTD60825.1	AVR58_09830	3.52e-17	583	23.156	95	554	KTD60825.1 kinectin 1 	L. shakespearei DSM 23087
USQ12932.1	AVR58_09830	3.23e-16	581	25.645	93	594	USQ12932.1 hypothetical protein J2N86_09465 	L. lytica
SNV04606.1	AVR58_09830	4.09e-12	260	25.385	41	553	SNV04606.1 kinectin 1 	L. waltersii
KGP63609.1	AVR58_09830	1.42e-11	319	27.273	51	557	KGP63609.1 kinectin 1 	L. norrlandica
STY33322.1	AVR58_09830	3.40e-11	585	21.197	95	563	STY33322.1 kinectin 1 	L. worsleiensis
STY32268.1	AVR58_09830	6.16e-08	275	24.727	44	387	STY32268.1 substrate of the Dot/Icm secretion system 	L. worsleiensis
STY17664.1	AVR58_09830	3.08e-10	322	25.466	51	559	STY17664.1 kinectin 1 	L. quateirensis
STX62602.1	AVR58_09830	9.52e-09	552	22.464	88	561	STX62602.1 kinectin 1 	L. moravica
MBL7478934.1	AVR58_09830	9.79e-09	259	25.097	41	562	MBL7478934.1 kinectin 1 	L. sp. 27fs60
CEG57122.1	AVR58_09830	1.05e-05	317	24.921	50	559	CEG57122.1 Kinectin 1 (Kinesin receptor)-substrate of dot/icm secretion system 	6 coiled coil domains 	L. fallonii LLAP-10
KTD58880.1	AVR58_09830	0.008	299	21.405	46	724	KTD58880.1 substrate of the Dot/Icm secretion system 	L. shakespearei DSM 23087
AOU49494.1	AVR58_09845	1.04e-89	125	100.000	100	125	AOU49494.1 type IV secretion protein Dot 	L. pneumophila
SNU94770.1	AVR58_09845	1.59e-18	110	43.636	86	129	SNU94770.1 Dot/Icm secretion system substrate 	L. waltersii
CEE12145.1	AVR58_09845	3.32e-18	120	38.333	96	123	CEE12145.1 hypothetical protein BN1094_00676 	L. massiliensis
STX44840.1	AVR58_09845	1.66e-16	94	39.362	75	123	STX44840.1 Dot/Icm secretion system substrate 	L. donaldsonii
STX39782.1	AVR58_09845	8.56e-16	93	37.634	74	124	STX39782.1 Dot/Icm secretion system substrate 	L. feeleii
RUR09696.1	AVR58_09845	3.45e-09	121	25.620	97	131	RUR09696.1 hypothetical protein ELY14_07795 	L. septentrionalis
KTD57792.1	AVR58_09845	1.05e-08	83	31.325	66	147	KTD57792.1 hypothetical protein Lsha_2267 	L. shakespearei DSM 23087
AOU49498.1	AVR58_09865	0.0	286	100.000	100	286	AOU49498.1 DNA helicase UvrB 	L. pneumophila
STX61899.1	AVR58_09865	1.85e-59	237	42.194	95	494	STX61899.1 UVB-resistance protein UVR8 	L. moravica
STX61899.1	AVR58_09865	2.38e-55	260	38.846	95	494	STX61899.1 UVB-resistance protein UVR8 	L. moravica
STX61899.1	AVR58_09865	3.24e-46	222	38.739	95	494	STX61899.1 UVB-resistance protein UVR8 	L. moravica
STX61899.1	AVR58_09865	3.92e-37	190	40.000	95	494	STX61899.1 UVB-resistance protein UVR8 	L. moravica
STX61899.1	AVR58_09865	2.24e-36	196	35.714	95	494	STX61899.1 UVB-resistance protein UVR8 	L. moravica
STX61899.1	AVR58_09865	4.08e-21	137	42.336	95	494	STX61899.1 UVB-resistance protein UVR8 	L. moravica
STX61899.1	AVR58_09865	1.20e-13	131	32.824	95	494	STX61899.1 UVB-resistance protein UVR8 	L. moravica
STY17048.1	AVR58_09865	1.59e-56	217	43.779	80	494	STY17048.1 UVB-resistance protein UVR8 	L. quateirensis
STY17048.1	AVR58_09865	2.73e-55	228	43.421	80	494	STY17048.1 UVB-resistance protein UVR8 	L. quateirensis
STY17048.1	AVR58_09865	7.93e-51	218	43.119	80	494	STY17048.1 UVB-resistance protein UVR8 	L. quateirensis
STY17048.1	AVR58_09865	7.57e-40	171	45.614	80	494	STY17048.1 UVB-resistance protein UVR8 	L. quateirensis
STY17048.1	AVR58_09865	1.85e-39	180	40.556	80	494	STY17048.1 UVB-resistance protein UVR8 	L. quateirensis
STY17048.1	AVR58_09865	1.80e-23	126	43.651	80	494	STY17048.1 UVB-resistance protein UVR8 	L. quateirensis
STY17048.1	AVR58_09865	2.06e-19	131	38.168	80	494	STY17048.1 UVB-resistance protein UVR8 	L. quateirensis
AOU49736.1	AVR58_09865	3.60e-54	253	36.364	88	593	AOU49736.1 DNA helicase UvrB 	L. pneumophila
AOU49736.1	AVR58_09865	5.41e-53	199	44.221	88	593	AOU49736.1 DNA helicase UvrB 	L. pneumophila
AOU49736.1	AVR58_09865	9.47e-53	224	37.946	88	593	AOU49736.1 DNA helicase UvrB 	L. pneumophila
AOU49736.1	AVR58_09865	2.58e-46	212	36.792	88	593	AOU49736.1 DNA helicase UvrB 	L. pneumophila
AOU49736.1	AVR58_09865	1.90e-17	115	40.000	88	593	AOU49736.1 DNA helicase UvrB 	L. pneumophila
MBL7480435.1	AVR58_09865	5.18e-53	217	42.396	87	494	MBL7480435.1 hypothetical protein IZU94_10735 	L. sp. 27fs60
MBL7480435.1	AVR58_09865	9.63e-53	228	42.544	87	494	MBL7480435.1 hypothetical protein IZU94_10735 	L. sp. 27fs60
MBL7480435.1	AVR58_09865	5.98e-48	222	40.991	87	494	MBL7480435.1 hypothetical protein IZU94_10735 	L. sp. 27fs60
MBL7480435.1	AVR58_09865	1.31e-41	190	45.789	87	494	MBL7480435.1 hypothetical protein IZU94_10735 	L. sp. 27fs60
MBL7480435.1	AVR58_09865	1.58e-37	203	35.468	87	494	MBL7480435.1 hypothetical protein IZU94_10735 	L. sp. 27fs60
MBL7480435.1	AVR58_09865	1.50e-17	131	37.405	87	494	MBL7480435.1 hypothetical protein IZU94_10735 	L. sp. 27fs60
SNV05817.1	AVR58_09865	4.58e-51	241	37.344	86	556	SNV05817.1 UVB-resistance protein UVR8 	L. waltersii
SNV05817.1	AVR58_09865	7.88e-50	240	37.083	86	556	SNV05817.1 UVB-resistance protein UVR8 	L. waltersii
SNV05817.1	AVR58_09865	1.29e-45	222	35.135	86	556	SNV05817.1 UVB-resistance protein UVR8 	L. waltersii
SNV05817.1	AVR58_09865	1.95e-44	193	39.896	86	556	SNV05817.1 UVB-resistance protein UVR8 	L. waltersii
SNV05817.1	AVR58_09865	5.32e-29	184	33.696	86	556	SNV05817.1 UVB-resistance protein UVR8 	L. waltersii
SNV05817.1	AVR58_09865	7.20e-10	95	34.737	86	556	SNV05817.1 UVB-resistance protein UVR8 	L. waltersii
SNV05704.1	AVR58_09865	4.14e-50	239	36.402	87	554	SNV05704.1 UVB-resistance protein UVR8 	L. waltersii
SNV05704.1	AVR58_09865	1.00e-44	239	33.891	87	554	SNV05704.1 UVB-resistance protein UVR8 	L. waltersii
SNV05704.1	AVR58_09865	2.95e-44	220	32.727	87	554	SNV05704.1 UVB-resistance protein UVR8 	L. waltersii
SNV05704.1	AVR58_09865	3.00e-43	254	34.646	87	554	SNV05704.1 UVB-resistance protein UVR8 	L. waltersii
SNV05704.1	AVR58_09865	2.07e-36	190	35.263	87	554	SNV05704.1 UVB-resistance protein UVR8 	L. waltersii
SNV05710.1	AVR58_09865	5.26e-50	220	38.182	86	556	SNV05710.1 UVB-resistance protein UVR8 	L. waltersii
SNV05710.1	AVR58_09865	2.65e-47	239	35.146	86	556	SNV05710.1 UVB-resistance protein UVR8 	L. waltersii
SNV05710.1	AVR58_09865	6.78e-47	203	40.887	86	556	SNV05710.1 UVB-resistance protein UVR8 	L. waltersii
SNV05710.1	AVR58_09865	2.73e-46	240	35.000	86	556	SNV05710.1 UVB-resistance protein UVR8 	L. waltersii
SNV05710.1	AVR58_09865	1.41e-32	183	35.519	86	556	SNV05710.1 UVB-resistance protein UVR8 	L. waltersii
SNV05710.1	AVR58_09865	1.37e-11	103	36.893	86	556	SNV05710.1 UVB-resistance protein UVR8 	L. waltersii
SNV05644.1	AVR58_09865	2.56e-49	234	35.897	86	543	SNV05644.1 UVB-resistance protein UVR8 	L. waltersii
SNV05644.1	AVR58_09865	8.72e-45	239	35.146	86	543	SNV05644.1 UVB-resistance protein UVR8 	L. waltersii
SNV05644.1	AVR58_09865	1.33e-42	209	38.278	86	543	SNV05644.1 UVB-resistance protein UVR8 	L. waltersii
SNV05644.1	AVR58_09865	1.33e-39	215	34.419	86	543	SNV05644.1 UVB-resistance protein UVR8 	L. waltersii
SNV05644.1	AVR58_09865	1.39e-09	106	30.189	86	543	SNV05644.1 UVB-resistance protein UVR8 	L. waltersii
SNV05644.1	AVR58_09865	2.17e-09	93	36.559	86	543	SNV05644.1 UVB-resistance protein UVR8 	L. waltersii
SNV05664.1	AVR58_09865	4.79e-49	241	35.685	88	554	SNV05664.1 Regulator of chromosome condensation, rcc (substrate of the Dot/Icm secretion system) 	L. waltersii
SNV05664.1	AVR58_09865	2.65e-43	241	32.780	88	554	SNV05664.1 Regulator of chromosome condensation, rcc (substrate of the Dot/Icm secretion system) 	L. waltersii
SNV05664.1	AVR58_09865	5.42e-42	239	31.799	88	554	SNV05664.1 Regulator of chromosome condensation, rcc (substrate of the Dot/Icm secretion system) 	L. waltersii
SNV05664.1	AVR58_09865	3.78e-38	205	36.098	88	554	SNV05664.1 Regulator of chromosome condensation, rcc (substrate of the Dot/Icm secretion system) 	L. waltersii
SNV05620.1	AVR58_09865	9.63e-48	241	35.685	88	556	SNV05620.1 UVB-resistance protein UVR8 	L. waltersii
SNV05620.1	AVR58_09865	2.90e-46	228	35.965	88	556	SNV05620.1 UVB-resistance protein UVR8 	L. waltersii
SNV05620.1	AVR58_09865	1.11e-41	234	30.769	88	556	SNV05620.1 UVB-resistance protein UVR8 	L. waltersii
SNV05620.1	AVR58_09865	1.42e-40	217	36.406	88	556	SNV05620.1 UVB-resistance protein UVR8 	L. waltersii
SNV05620.1	AVR58_09865	8.03e-28	183	32.240	88	556	SNV05620.1 UVB-resistance protein UVR8 	L. waltersii
SNV05620.1	AVR58_09865	2.27e-13	103	40.777	88	556	SNV05620.1 UVB-resistance protein UVR8 	L. waltersii
SNV05760.1	AVR58_09865	2.62e-47	218	36.697	80	556	SNV05760.1 UVB-resistance protein UVR8 	L. waltersii
SNV05760.1	AVR58_09865	2.25e-45	220	35.000	80	556	SNV05760.1 UVB-resistance protein UVR8 	L. waltersii
SNV05760.1	AVR58_09865	5.17e-44	233	33.047	80	556	SNV05760.1 UVB-resistance protein UVR8 	L. waltersii
SNV05760.1	AVR58_09865	1.22e-41	222	36.036	80	556	SNV05760.1 UVB-resistance protein UVR8 	L. waltersii
SNV05760.1	AVR58_09865	5.33e-28	183	32.240	80	556	SNV05760.1 UVB-resistance protein UVR8 	L. waltersii
SNV05806.1	AVR58_09865	6.49e-47	234	32.479	87	553	SNV05806.1 UVB-resistance protein UVR8 	L. waltersii
SNV05806.1	AVR58_09865	7.98e-45	242	33.058	87	553	SNV05806.1 UVB-resistance protein UVR8 	L. waltersii
SNV05806.1	AVR58_09865	1.26e-43	244	35.246	87	553	SNV05806.1 UVB-resistance protein UVR8 	L. waltersii
SNV05806.1	AVR58_09865	7.91e-43	230	33.043	87	553	SNV05806.1 UVB-resistance protein UVR8 	L. waltersii
SNV05806.1	AVR58_09865	6.80e-33	183	35.519	87	553	SNV05806.1 UVB-resistance protein UVR8 	L. waltersii
SNV05806.1	AVR58_09865	2.89e-16	125	30.400	87	553	SNV05806.1 UVB-resistance protein UVR8 	L. waltersii
SNV05781.1	AVR58_09865	2.49e-46	218	35.321	85	556	SNV05781.1 UVB-resistance protein UVR8 	L. waltersii
SNV05781.1	AVR58_09865	3.07e-45	220	33.636	85	556	SNV05781.1 UVB-resistance protein UVR8 	L. waltersii
SNV05781.1	AVR58_09865	1.23e-44	242	36.364	85	556	SNV05781.1 UVB-resistance protein UVR8 	L. waltersii
SNV05781.1	AVR58_09865	9.15e-41	228	34.649	85	556	SNV05781.1 UVB-resistance protein UVR8 	L. waltersii
SNV05781.1	AVR58_09865	4.82e-30	183	31.694	85	556	SNV05781.1 UVB-resistance protein UVR8 	L. waltersii
SNV05795.1	AVR58_09865	1.64e-45	218	37.156	88	979	SNV05795.1 UVB-resistance protein UVR8 	L. waltersii
SNV05795.1	AVR58_09865	2.03e-45	253	33.597	88	979	SNV05795.1 UVB-resistance protein UVR8 	L. waltersii
SNV05795.1	AVR58_09865	4.09e-44	227	36.123	88	979	SNV05795.1 UVB-resistance protein UVR8 	L. waltersii
SNV05795.1	AVR58_09865	1.07e-43	203	38.916	88	979	SNV05795.1 UVB-resistance protein UVR8 	L. waltersii
SNV05795.1	AVR58_09865	9.50e-43	220	35.909	88	979	SNV05795.1 UVB-resistance protein UVR8 	L. waltersii
SNV05795.1	AVR58_09865	2.51e-41	234	32.479	88	979	SNV05795.1 UVB-resistance protein UVR8 	L. waltersii
SNV05795.1	AVR58_09865	1.48e-33	195	34.359	88	979	SNV05795.1 UVB-resistance protein UVR8 	L. waltersii
SNV05795.1	AVR58_09865	4.39e-33	217	34.562	88	979	SNV05795.1 UVB-resistance protein UVR8 	L. waltersii
SNV05795.1	AVR58_09865	1.53e-14	268	25.373	88	979	SNV05795.1 UVB-resistance protein UVR8 	L. waltersii
SNV05659.1	AVR58_09865	1.07e-44	218	36.697	88	977	SNV05659.1 UVB-resistance protein UVR8 	L. waltersii
SNV05659.1	AVR58_09865	1.43e-44	227	36.123	88	977	SNV05659.1 UVB-resistance protein UVR8 	L. waltersii
SNV05659.1	AVR58_09865	6.30e-44	203	38.916	88	977	SNV05659.1 UVB-resistance protein UVR8 	L. waltersii
SNV05659.1	AVR58_09865	1.41e-43	253	32.806	88	977	SNV05659.1 UVB-resistance protein UVR8 	L. waltersii
SNV05659.1	AVR58_09865	9.49e-43	220	35.909	88	977	SNV05659.1 UVB-resistance protein UVR8 	L. waltersii
SNV05659.1	AVR58_09865	2.51e-41	234	32.479	88	977	SNV05659.1 UVB-resistance protein UVR8 	L. waltersii
SNV05659.1	AVR58_09865	3.05e-33	230	33.913	88	977	SNV05659.1 UVB-resistance protein UVR8 	L. waltersii
SNV05659.1	AVR58_09865	3.47e-32	195	33.846	88	977	SNV05659.1 UVB-resistance protein UVR8 	L. waltersii
SNV05659.1	AVR58_09865	1.51e-14	268	25.373	88	977	SNV05659.1 UVB-resistance protein UVR8 	L. waltersii
SNV05649.1	AVR58_09865	1.47e-43	220	34.091	85	546	SNV05649.1 UVB-resistance protein UVR8 	L. waltersii
SNV05649.1	AVR58_09865	6.20e-43	217	33.641	85	546	SNV05649.1 UVB-resistance protein UVR8 	L. waltersii
SNV05649.1	AVR58_09865	9.37e-40	252	34.524	85	546	SNV05649.1 UVB-resistance protein UVR8 	L. waltersii
SNV05649.1	AVR58_09865	1.42e-36	208	32.692	85	546	SNV05649.1 UVB-resistance protein UVR8 	L. waltersii
SNV05649.1	AVR58_09865	1.74e-08	119	26.891	85	546	SNV05649.1 UVB-resistance protein UVR8 	L. waltersii
SNV05687.1	AVR58_09865	4.48e-42	239	33.891	84	556	SNV05687.1 UVB-resistance protein UVR8 	L. waltersii
SNV05687.1	AVR58_09865	5.50e-41	220	33.636	84	556	SNV05687.1 UVB-resistance protein UVR8 	L. waltersii
SNV05687.1	AVR58_09865	2.64e-39	242	34.298	84	556	SNV05687.1 UVB-resistance protein UVR8 	L. waltersii
SNV05687.1	AVR58_09865	1.21e-37	242	31.405	84	556	SNV05687.1 UVB-resistance protein UVR8 	L. waltersii
SNV05687.1	AVR58_09865	1.60e-27	201	31.841	84	556	SNV05687.1 UVB-resistance protein UVR8 	L. waltersii
SNV05687.1	AVR58_09865	2.18e-26	135	40.000	84	556	SNV05687.1 UVB-resistance protein UVR8 	L. waltersii
EHL30838.1	AVR58_09865	3.47e-21	209	34.928	74	542	EHL30838.1 hypothetical protein LDG_6983 	L. drancourtii LLAP12
EHL30838.1	AVR58_09865	1.23e-08	151	29.801	74	542	EHL30838.1 hypothetical protein LDG_6983 	L. drancourtii LLAP12
STX45181.1	AVR58_09865	5.00e-12	186	34.409	66	554	STX45181.1 Regulator of chromosome condensation, rcc (substrate of the Dot/Icm secretion system) 	L. gratiana
STX45181.1	AVR58_09865	6.28e-11	188	29.787	66	554	STX45181.1 Regulator of chromosome condensation, rcc (substrate of the Dot/Icm secretion system) 	L. gratiana
STX45181.1	AVR58_09865	2.86e-08	191	30.890	66	554	STX45181.1 Regulator of chromosome condensation, rcc (substrate of the Dot/Icm secretion system) 	L. gratiana
RUR11049.1	AVR58_09865	9.61e-07	227	29.075	78	389	RUR11049.1 hypothetical protein ELY14_02990 	L. septentrionalis
RUR11049.1	AVR58_09865	0.003	180	27.778	78	389	RUR11049.1 hypothetical protein ELY14_02990 	L. septentrionalis
RUR11049.1	AVR58_09865	0.007	187	28.877	78	389	RUR11049.1 hypothetical protein ELY14_02990 	L. septentrionalis
AOU49497.1	AVR58_09865	5.90e-06	88	37.500	30	200	AOU49497.1 DNA helicase UvrB 	L. pneumophila
BCA95686.1	AVR58_09865	6.88e-06	113	35.398	38	386	BCA95686.1 hypothetical protein TUM19329_20470 	L. antarctica
STX41505.1	AVR58_09865	7.57e-06	208	29.808	72	413	STX41505.1 Regulator of chromosome condensation, rcc (substrate of the Dot/Icm secretion system) 	L. donaldsonii
STX41505.1	AVR58_09865	2.38e-05	204	24.510	72	413	STX41505.1 Regulator of chromosome condensation, rcc (substrate of the Dot/Icm secretion system) 	L. donaldsonii
ASQ44603.1	AVR58_09865	1.42e-05	215	29.302	74	442	ASQ44603.1 Regulator of chromosome condensation (RCC1) repeat protein 	L. clemsonensis
STX33472.1	AVR58_09865	6.76e-05	130	32.308	72	603	STX33472.1 transmembrane protein (fibronectin III domain and Gp5 C-terminal repeat) 	L. cincinnatiensis
STX33472.1	AVR58_09865	0.001	205	27.317	72	603	STX33472.1 transmembrane protein (fibronectin III domain and Gp5 C-terminal repeat) 	L. cincinnatiensis
STX33472.1	AVR58_09865	0.007	130	30.000	72	603	STX33472.1 transmembrane protein (fibronectin III domain and Gp5 C-terminal repeat) 	L. cincinnatiensis
STX32398.1	AVR58_09865	7.76e-05	239	28.870	80	629	STX32398.1 protein with a bacterial immunoglobulin-like domain 	L. birminghamensis
CEG60023.1	AVR58_09865	1.05e-04	143	30.769	69	272	CEG60023.1 protein of unknown function 	Regulator of chromosome condensation, RCC1 	L. micdadei
CEG60023.1	AVR58_09865	2.44e-04	154	27.922	69	272	CEG60023.1 protein of unknown function 	Regulator of chromosome condensation, RCC1 	L. micdadei
SFL95668.1	AVR58_09865	1.73e-04	165	30.909	72	452	SFL95668.1 Regulator of chromosome condensation (RCC1) repeat-containing protein 	L. jamestowniensis DSM 19215
SFL95668.1	AVR58_09865	0.001	211	24.171	72	452	SFL95668.1 Regulator of chromosome condensation (RCC1) repeat-containing protein 	L. jamestowniensis DSM 19215
KTD67554.1	AVR58_09865	4.00e-04	107	29.907	37	141	KTD67554.1 Regulator of chromosome condensation (RCC1) repeat protein 	L. santicrucis
STX39025.1	AVR58_09865	6.51e-04	198	25.758	67	413	STX39025.1 UVB-resistance protein UVR8 	L. feeleii
