#sallacc	qacc	evalue	length	pident	qcovs	qcovhsp	salltitles	    species
VEG90494.1	AVR58_06755	8.30e-15	246	28.049	75	65	VEG90494.1 TPR repeat protein 	L. spiritensis
VEG90494.1	AVR58_06755	1.22e-14	163	31.288	75	43	VEG90494.1 TPR repeat protein 	L. spiritensis
VEG90494.1	AVR58_06755	2.71e-13	183	30.601	75	49	VEG90494.1 TPR repeat protein 	L. spiritensis
VEG89680.1	AVR58_06755	2.11e-21	332	27.108	94	86	VEG89680.1 TPR repeat protein 	L. spiritensis
VEG89680.1	AVR58_06755	1.12e-17	325	27.385	94	85	VEG89680.1 TPR repeat protein 	L. spiritensis
VEG89680.1	AVR58_06755	1.79e-10	202	26.238	94	53	VEG89680.1 TPR repeat protein 	L. spiritensis
VEG89680.1	AVR58_06755	1.20e-09	202	26.238	94	53	VEG89680.1 TPR repeat protein 	L. spiritensis
STX55770.1	AVR58_06755	7.60e-21	305	25.574	81	81	STX55770.1 TPR repeat protein 	L. beliardensis
QBS13028.1	AVR58_06755	1.09e-20	313	31.629	94	82	QBS13028.1 sel1 repeat family protein 	L. geestiana
QBS13028.1	AVR58_06755	5.26e-19	309	28.803	94	81	QBS13028.1 sel1 repeat family protein 	L. geestiana
QBS13028.1	AVR58_06755	4.98e-17	280	29.643	94	74	QBS13028.1 sel1 repeat family protein 	L. geestiana
QBS13028.1	AVR58_06755	1.02e-16	270	28.889	94	68	QBS13028.1 sel1 repeat family protein 	L. geestiana
QBS13028.1	AVR58_06755	2.86e-12	228	30.263	94	60	QBS13028.1 sel1 repeat family protein 	L. geestiana
QBS13028.1	AVR58_06755	4.68e-11	345	24.638	94	91	QBS13028.1 sel1 repeat family protein 	L. geestiana
QBS13028.1	AVR58_06755	4.82e-10	352	24.432	94	80	QBS13028.1 sel1 repeat family protein 	L. geestiana
QBS13028.1	AVR58_06755	3.23e-08	341	27.273	94	85	QBS13028.1 sel1 repeat family protein 	L. geestiana
QBS13028.1	AVR58_06755	1.05e-07	214	29.907	94	53	QBS13028.1 sel1 repeat family protein 	L. geestiana
STX55773.1	AVR58_06755	1.47e-20	276	29.348	72	72	STX55773.1 TPR repeat protein, SEL1 subfamily 	L. beliardensis
AWN74504.1	AVR58_06755	7.76e-19	292	32.192	73	70	AWN74504.1 sel1 repeat family protein 	L. anisa
AWN74504.1	AVR58_06755	7.58e-10	253	29.644	73	62	AWN74504.1 sel1 repeat family protein 	L. anisa
AWN74504.1	AVR58_06755	3.76e-09	228	30.263	73	54	AWN74504.1 sel1 repeat family protein 	L. anisa
STX55759.1	AVR58_06755	9.04e-18	223	27.354	60	59	STX55759.1 TPR repeat protein 	L. beliardensis
STX55759.1	AVR58_06755	9.17e-15	227	25.551	60	60	STX55759.1 TPR repeat protein 	L. beliardensis
STX55759.1	AVR58_06755	1.34e-14	223	25.561	60	59	STX55759.1 TPR repeat protein 	L. beliardensis
STX55759.1	AVR58_06755	2.09e-12	161	29.193	60	43	STX55759.1 TPR repeat protein 	L. beliardensis
STX51462.1	AVR58_06755	2.00e-16	201	28.358	55	53	STX51462.1 TPR repeat protein, SEL1 subfamily 	L. busanensis
STX51462.1	AVR58_06755	2.43e-10	160	28.750	55	43	STX51462.1 TPR repeat protein, SEL1 subfamily 	L. busanensis
MCL9683254.1	AVR58_06755	4.07e-16	238	28.151	92	62	MCL9683254.1 SEL1-like repeat protein 	L. sp. HCPI-6
MCL9683254.1	AVR58_06755	3.82e-15	281	25.979	92	74	MCL9683254.1 SEL1-like repeat protein 	L. sp. HCPI-6
MCL9683254.1	AVR58_06755	6.61e-07	130	30.000	92	35	MCL9683254.1 SEL1-like repeat protein 	L. sp. HCPI-6
AWN75146.1	AVR58_06755	1.87e-15	94	45.745	82	25	AWN75146.1 sel1 repeat family protein 	L. anisa
AWN75146.1	AVR58_06755	2.70e-12	114	40.351	82	30	AWN75146.1 sel1 repeat family protein 	L. anisa
AWN75146.1	AVR58_06755	2.56e-11	106	36.792	82	28	AWN75146.1 sel1 repeat family protein 	L. anisa
AWN75146.1	AVR58_06755	8.97e-09	94	36.170	82	25	AWN75146.1 sel1 repeat family protein 	L. anisa
AWN75146.1	AVR58_06755	2.72e-07	80	37.500	82	21	AWN75146.1 sel1 repeat family protein 	L. anisa
AWN75146.1	AVR58_06755	2.18e-05	87	39.080	82	23	AWN75146.1 sel1 repeat family protein 	L. anisa
QBS12871.1	AVR58_06755	6.02e-15	245	28.571	90	55	QBS12871.1 sel1 repeat family protein 	L. geestiana
QBS12871.1	AVR58_06755	3.33e-12	283	27.915	90	62	QBS12871.1 sel1 repeat family protein 	L. geestiana
QBS12871.1	AVR58_06755	5.49e-11	282	23.050	90	58	QBS12871.1 sel1 repeat family protein 	L. geestiana
QBS12871.1	AVR58_06755	5.31e-09	281	28.826	90	65	QBS12871.1 sel1 repeat family protein 	L. geestiana
EHL30662.1	AVR58_06755	1.29e-14	235	27.234	85	62	EHL30662.1 hypothetical protein LDG_7301 	L. drancourtii LLAP12
EHL30662.1	AVR58_06755	9.84e-11	203	27.094	85	53	EHL30662.1 hypothetical protein LDG_7301 	L. drancourtii LLAP12
EHL30662.1	AVR58_06755	3.37e-07	162	28.395	85	43	EHL30662.1 hypothetical protein LDG_7301 	L. drancourtii LLAP12
EHL30662.1	AVR58_06755	1.94e-04	257	21.401	85	68	EHL30662.1 hypothetical protein LDG_7301 	L. drancourtii LLAP12
STX28988.1	AVR58_06755	5.08e-14	148	32.432	76	39	STX28988.1 TPR repeat protein 	L. beliardensis
STX28988.1	AVR58_06755	1.29e-11	244	24.590	76	65	STX28988.1 TPR repeat protein 	L. beliardensis
STX28988.1	AVR58_06755	2.93e-11	248	26.613	76	66	STX28988.1 TPR repeat protein 	L. beliardensis
STX28988.1	AVR58_06755	0.001	252	23.016	76	67	STX28988.1 TPR repeat protein 	L. beliardensis
VEG90079.1	AVR58_06755	1.40e-13	195	27.179	52	52	VEG90079.1 TPR repeat protein 	L. spiritensis
CEE12988.1	AVR58_06755	1.55e-13	280	27.143	82	71	CEE12988.1 Sel1 repeat protein 	L. massiliensis
CEE12988.1	AVR58_06755	2.97e-12	246	27.642	82	64	CEE12988.1 Sel1 repeat protein 	L. massiliensis
CEE12988.1	AVR58_06755	1.93e-09	322	24.845	82	70	CEE12988.1 Sel1 repeat protein 	L. massiliensis
CEE12988.1	AVR58_06755	3.20e-08	207	28.502	82	52	CEE12988.1 Sel1 repeat protein 	L. massiliensis
CEE12988.1	AVR58_06755	4.07e-06	307	25.081	82	76	CEE12988.1 Sel1 repeat protein 	L. massiliensis
STX30856.1	AVR58_06755	2.90e-13	188	29.255	76	39	STX30856.1 TPR repeat protein, SEL1 subfamily 	L. birminghamensis
STX30856.1	AVR58_06755	2.19e-06	165	31.515	76	43	STX30856.1 TPR repeat protein, SEL1 subfamily 	L. birminghamensis
STX30856.1	AVR58_06755	1.69e-05	211	25.592	76	55	STX30856.1 TPR repeat protein, SEL1 subfamily 	L. birminghamensis
KTD67973.1	AVR58_06755	4.40e-13	92	41.304	86	24	KTD67973.1 TPR repeat protein 	L. steelei
KTD67973.1	AVR58_06755	1.17e-12	132	32.576	86	35	KTD67973.1 TPR repeat protein 	L. steelei
KTD67973.1	AVR58_06755	5.89e-12	103	37.864	86	27	KTD67973.1 TPR repeat protein 	L. steelei
KTD67973.1	AVR58_06755	6.18e-10	80	41.250	86	21	KTD67973.1 TPR repeat protein 	L. steelei
KTD67973.1	AVR58_06755	3.03e-08	114	31.579	86	30	KTD67973.1 TPR repeat protein 	L. steelei
KTD67973.1	AVR58_06755	1.98e-07	80	37.500	86	21	KTD67973.1 TPR repeat protein 	L. steelei
KTD67973.1	AVR58_06755	6.02e-07	108	32.407	86	28	KTD67973.1 TPR repeat protein 	L. steelei
KTD51503.1	AVR58_06755	9.84e-13	184	30.435	89	48	KTD51503.1 TPR repeat-containing protein 	L. quinlivanii
KTD51503.1	AVR58_06755	1.14e-05	208	23.558	89	55	KTD51503.1 TPR repeat-containing protein 	L. quinlivanii
KTD51503.1	AVR58_06755	0.001	174	27.586	89	46	KTD51503.1 TPR repeat-containing protein 	L. quinlivanii
RUR11033.1	AVR58_06755	2.33e-12	165	30.303	70	44	RUR11033.1 sel1 repeat family protein 	L. septentrionalis
RUR11033.1	AVR58_06755	1.11e-07	198	25.253	70	53	RUR11033.1 sel1 repeat family protein 	L. septentrionalis
RUR11033.1	AVR58_06755	1.39e-06	143	26.573	70	38	RUR11033.1 sel1 repeat family protein 	L. septentrionalis
MCL9683257.1	AVR58_06755	2.56e-12	243	27.984	64	64	MCL9683257.1 sel1 repeat family protein 	L. sp. HCPI-6
VEG91154.1	AVR58_06755	4.97e-12	250	23.600	67	66	VEG91154.1 TPR repeat protein 	L. spiritensis
VEG91154.1	AVR58_06755	3.33e-10	234	23.504	67	62	VEG91154.1 TPR repeat protein 	L. spiritensis
STX81732.1	AVR58_06755	7.19e-12	248	23.387	72	65	STX81732.1 TPR repeat protein 	L. busanensis
STX81732.1	AVR58_06755	9.06e-11	221	27.602	72	58	STX81732.1 TPR repeat protein 	L. busanensis
STX81732.1	AVR58_06755	2.83e-09	162	27.160	72	43	STX81732.1 TPR repeat protein 	L. busanensis
STX81672.1	AVR58_06755	7.19e-12	248	23.387	72	65	STX81672.1 TPR repeat protein 	L. busanensis
STX81672.1	AVR58_06755	9.06e-11	221	27.602	72	58	STX81672.1 TPR repeat protein 	L. busanensis
STX81672.1	AVR58_06755	2.83e-09	162	27.160	72	43	STX81672.1 TPR repeat protein 	L. busanensis
STX81683.1	AVR58_06755	9.87e-12	198	25.253	82	53	STX81683.1 Sel1 repeat protein 	L. busanensis
STX81683.1	AVR58_06755	3.13e-10	184	29.348	82	49	STX81683.1 Sel1 repeat protein 	L. busanensis
STX81683.1	AVR58_06755	4.31e-07	126	31.746	82	34	STX81683.1 Sel1 repeat protein 	L. busanensis
STX81683.1	AVR58_06755	2.84e-05	200	24.000	82	53	STX81683.1 Sel1 repeat protein 	L. busanensis
STX81683.1	AVR58_06755	3.16e-05	181	27.624	82	48	STX81683.1 Sel1 repeat protein 	L. busanensis
AWN74082.1	AVR58_06755	1.23e-11	247	28.340	85	65	AWN74082.1 hypothetical protein DLD14_09635 	L. anisa
AWN74082.1	AVR58_06755	2.34e-07	207	27.053	85	54	AWN74082.1 hypothetical protein DLD14_09635 	L. anisa
MCL9683256.1	AVR58_06755	3.01e-11	263	24.715	90	69	MCL9683256.1 sel1 repeat family protein 	L. sp. HCPI-6
MCL9683256.1	AVR58_06755	3.07e-11	170	28.235	90	45	MCL9683256.1 sel1 repeat family protein 	L. sp. HCPI-6
MCL9683256.1	AVR58_06755	3.05e-08	240	24.583	90	63	MCL9683256.1 sel1 repeat family protein 	L. sp. HCPI-6
MCL9683255.1	AVR58_06755	3.10e-11	170	28.235	90	45	MCL9683255.1 sel1 repeat family protein 	L. sp. HCPI-6
MCL9683255.1	AVR58_06755	3.81e-11	263	24.715	90	69	MCL9683255.1 sel1 repeat family protein 	L. sp. HCPI-6
MCL9683255.1	AVR58_06755	3.46e-08	240	24.583	90	63	MCL9683255.1 sel1 repeat family protein 	L. sp. HCPI-6
WED42190.1	AVR58_06755	6.78e-11	162	31.481	76	43	WED42190.1 tetratricopeptide repeat protein 	L. cardiaca
WED42190.1	AVR58_06755	1.05e-07	157	31.210	76	42	WED42190.1 tetratricopeptide repeat protein 	L. cardiaca
WED42190.1	AVR58_06755	2.87e-07	130	32.308	76	35	WED42190.1 tetratricopeptide repeat protein 	L. cardiaca
WED42190.1	AVR58_06755	5.15e-05	114	31.579	76	30	WED42190.1 tetratricopeptide repeat protein 	L. cardiaca
STX81214.1	AVR58_06755	1.12e-10	195	26.154	60	52	STX81214.1 TPR repeat protein 	L. busanensis
STX81214.1	AVR58_06755	2.90e-06	180	26.111	60	48	STX81214.1 TPR repeat protein 	L. busanensis
KTD48074.1	AVR58_06755	1.17e-09	158	29.747	78	41	KTD48074.1 TPR repeat-containing protein 	L. quinlivanii
KTD48074.1	AVR58_06755	1.47e-07	182	23.626	78	48	KTD48074.1 TPR repeat-containing protein 	L. quinlivanii
KTD48074.1	AVR58_06755	1.42e-06	247	21.053	78	65	KTD48074.1 TPR repeat-containing protein 	L. quinlivanii
KTD48074.1	AVR58_06755	2.58e-06	169	23.669	78	45	KTD48074.1 TPR repeat-containing protein 	L. quinlivanii
AWN74168.1	AVR58_06755	1.43e-09	228	29.386	64	54	AWN74168.1 sel1 repeat family protein 	L. anisa
AWN74168.1	AVR58_06755	7.58e-06	212	28.774	64	53	AWN74168.1 sel1 repeat family protein 	L. anisa
VEG89720.1	AVR58_06755	2.82e-09	111	32.432	83	29	VEG89720.1 TPR repeat protein, SEL1 subfamily 	L. spiritensis
VEG89720.1	AVR58_06755	4.17e-09	108	37.963	83	28	VEG89720.1 TPR repeat protein, SEL1 subfamily 	L. spiritensis
VEG89720.1	AVR58_06755	8.65e-09	156	33.333	83	40	VEG89720.1 TPR repeat protein, SEL1 subfamily 	L. spiritensis
VEG89720.1	AVR58_06755	2.34e-06	114	33.333	83	30	VEG89720.1 TPR repeat protein, SEL1 subfamily 	L. spiritensis
VEG89720.1	AVR58_06755	1.65e-05	120	30.833	83	31	VEG89720.1 TPR repeat protein, SEL1 subfamily 	L. spiritensis
VEG89720.1	AVR58_06755	2.36e-05	87	35.632	83	23	VEG89720.1 TPR repeat protein, SEL1 subfamily 	L. spiritensis
SFL71772.1	AVR58_06755	3.64e-09	120	31.667	88	32	SFL71772.1 pentatricopeptide repeat domain-containing protein (PPR motif) 	L. jamestowniensis DSM 19215
SFL71772.1	AVR58_06755	2.24e-08	170	30.000	88	45	SFL71772.1 pentatricopeptide repeat domain-containing protein (PPR motif) 	L. jamestowniensis DSM 19215
SFL71772.1	AVR58_06755	1.59e-06	149	29.530	88	40	SFL71772.1 pentatricopeptide repeat domain-containing protein (PPR motif) 	L. jamestowniensis DSM 19215
SFL71772.1	AVR58_06755	0.004	146	26.712	88	37	SFL71772.1 pentatricopeptide repeat domain-containing protein (PPR motif) 	L. jamestowniensis DSM 19215
VEG91190.1	AVR58_06755	1.56e-08	188	26.064	83	50	VEG91190.1 TPR repeat protein, protein-protein interaction 	L. spiritensis
VEG91190.1	AVR58_06755	2.44e-06	172	27.326	83	46	VEG91190.1 TPR repeat protein, protein-protein interaction 	L. spiritensis
VEG91190.1	AVR58_06755	1.61e-05	184	27.174	83	48	VEG91190.1 TPR repeat protein, protein-protein interaction 	L. spiritensis
VEG91190.1	AVR58_06755	5.30e-05	152	25.000	83	40	VEG91190.1 TPR repeat protein, protein-protein interaction 	L. spiritensis
SFL69835.1	AVR58_06755	3.59e-08	91	37.363	84	23	SFL69835.1 Sel1 repeat-containing protein 	L. jamestowniensis DSM 19215
SFL69835.1	AVR58_06755	8.16e-04	63	41.270	84	17	SFL69835.1 Sel1 repeat-containing protein 	L. jamestowniensis DSM 19215
SFL69835.1	AVR58_06755	0.002	57	40.351	84	15	SFL69835.1 Sel1 repeat-containing protein 	L. jamestowniensis DSM 19215
SFL69835.1	AVR58_06755	0.004	60	36.667	84	16	SFL69835.1 Sel1 repeat-containing protein 	L. jamestowniensis DSM 19215
SFL69835.1	AVR58_06755	0.006	65	36.923	84	17	SFL69835.1 Sel1 repeat-containing protein 	L. jamestowniensis DSM 19215
STX55652.1	AVR58_06755	6.30e-08	91	30.769	39	24	STX55652.1 enhanced entry protein EnhC 	L. beliardensis
STX55652.1	AVR58_06755	6.16e-07	148	25.676	39	39	STX55652.1 enhanced entry protein EnhC 	L. beliardensis
KTC78072.1	AVR58_06755	9.13e-08	98	36.735	74	24	KTC78072.1 Sel-1 protein 	L. brunensis
KTC78072.1	AVR58_06755	1.02e-04	53	43.396	74	14	KTC78072.1 Sel-1 protein 	L. brunensis
KTC78072.1	AVR58_06755	5.48e-04	60	38.333	74	16	KTC78072.1 Sel-1 protein 	L. brunensis
KTC78072.1	AVR58_06755	0.004	65	35.385	74	17	KTC78072.1 Sel-1 protein 	L. brunensis
KTC78072.1	AVR58_06755	0.009	40	45.000	74	11	KTC78072.1 Sel-1 protein 	L. brunensis
STX38127.1	AVR58_06755	1.89e-07	102	30.392	66	27	STX38127.1 Sel-1 protein 	L. feeleii
STX38127.1	AVR58_06755	5.49e-04	60	36.667	66	16	STX38127.1 Sel-1 protein 	L. feeleii
STX38127.1	AVR58_06755	0.007	42	42.857	66	11	STX38127.1 Sel-1 protein 	L. feeleii
STX38127.1	AVR58_06755	0.009	58	39.655	66	15	STX38127.1 Sel-1 protein 	L. feeleii
STX42920.1	AVR58_06755	3.13e-07	102	29.412	66	27	STX42920.1 Sel-1 protein 	L. donaldsonii
STX42920.1	AVR58_06755	6.60e-04	60	36.667	66	16	STX42920.1 Sel-1 protein 	L. donaldsonii
STX42920.1	AVR58_06755	0.007	58	39.655	66	15	STX42920.1 Sel-1 protein 	L. donaldsonii
STX42920.1	AVR58_06755	0.008	42	42.857	66	11	STX42920.1 Sel-1 protein 	L. donaldsonii
ASQ45563.1	AVR58_06755	4.41e-07	79	36.709	81	20	ASQ45563.1 Sel1 repeat protein 	L. clemsonensis
ASQ45563.1	AVR58_06755	8.73e-04	57	42.105	81	15	ASQ45563.1 Sel1 repeat protein 	L. clemsonensis
ASQ45563.1	AVR58_06755	0.001	63	41.270	81	17	ASQ45563.1 Sel1 repeat protein 	L. clemsonensis
ASQ45563.1	AVR58_06755	0.007	60	36.667	81	16	ASQ45563.1 Sel1 repeat protein 	L. clemsonensis
ASQ45563.1	AVR58_06755	0.007	65	36.923	81	17	ASQ45563.1 Sel1 repeat protein 	L. clemsonensis
QBS13295.1	AVR58_06755	5.33e-07	85	37.647	35	21	QBS13295.1 sel1 repeat family protein 	L. geestiana
QBS13295.1	AVR58_06755	0.002	54	38.889	35	14	QBS13295.1 sel1 repeat family protein 	L. geestiana
STX31831.1	AVR58_06755	5.50e-07	57	42.105	66	15	STX31831.1 Sel-1 protein 	L. birminghamensis
STX31831.1	AVR58_06755	3.37e-05	59	37.288	66	16	STX31831.1 Sel-1 protein 	L. birminghamensis
STX31831.1	AVR58_06755	3.50e-04	62	37.097	66	16	STX31831.1 Sel-1 protein 	L. birminghamensis
STX31831.1	AVR58_06755	0.001	43	41.860	66	11	STX31831.1 Sel-1 protein 	L. birminghamensis
STX31831.1	AVR58_06755	0.002	55	40.000	66	15	STX31831.1 Sel-1 protein 	L. birminghamensis
SUP01788.1	AVR58_06755	7.43e-07	79	37.975	41	20	SUP01788.1 Sel1 repeat 	L. maceachernii
SUP01788.1	AVR58_06755	0.002	76	30.263	41	20	SUP01788.1 Sel1 repeat 	L. maceachernii
SUP01788.1	AVR58_06755	0.003	57	36.842	41	15	SUP01788.1 Sel1 repeat 	L. maceachernii
AOU48521.1	AVR58_06755	7.51e-07	71	36.620	86	19	AOU48521.1 hypothetical protein A9E85_04425 	L. pneumophila
AOU48521.1	AVR58_06755	4.90e-06	63	42.857	86	17	AOU48521.1 hypothetical protein A9E85_04425 	L. pneumophila
AOU48521.1	AVR58_06755	3.04e-05	60	43.333	86	16	AOU48521.1 hypothetical protein A9E85_04425 	L. pneumophila
AOU48521.1	AVR58_06755	4.52e-05	63	39.683	86	17	AOU48521.1 hypothetical protein A9E85_04425 	L. pneumophila
AOU48521.1	AVR58_06755	6.60e-04	63	36.508	86	17	AOU48521.1 hypothetical protein A9E85_04425 	L. pneumophila
AOU48521.1	AVR58_06755	8.48e-04	63	34.921	86	17	AOU48521.1 hypothetical protein A9E85_04425 	L. pneumophila
AOU48521.1	AVR58_06755	0.001	74	32.432	86	20	AOU48521.1 hypothetical protein A9E85_04425 	L. pneumophila
EHL30679.1	AVR58_06755	9.63e-07	118	29.661	52	31	EHL30679.1 hypothetical protein LDG_7318 	L. drancourtii LLAP12
EHL30679.1	AVR58_06755	1.47e-04	108	27.778	52	29	EHL30679.1 hypothetical protein LDG_7318 	L. drancourtii LLAP12
EHL30679.1	AVR58_06755	0.002	100	26.000	52	27	EHL30679.1 hypothetical protein LDG_7318 	L. drancourtii LLAP12
BCA94764.1	AVR58_06755	1.01e-06	90	40.000	50	24	BCA94764.1 hypothetical protein TUM19329_11250 	L. antarctica
BCA94764.1	AVR58_06755	2.29e-05	115	33.913	50	31	BCA94764.1 hypothetical protein TUM19329_11250 	L. antarctica
BCA96449.1	AVR58_06755	1.10e-06	171	23.977	74	45	BCA96449.1 hypothetical protein TUM19329_28100 	L. antarctica
BCA96449.1	AVR58_06755	0.005	178	24.719	74	47	BCA96449.1 hypothetical protein TUM19329_28100 	L. antarctica
CEG60590.1	AVR58_06755	1.25e-06	76	38.158	41	20	CEG60590.1 conserved protein of unknown function [sel-1 like domain] 	L. micdadei
CEG60590.1	AVR58_06755	0.003	76	30.263	41	20	CEG60590.1 conserved protein of unknown function [sel-1 like domain] 	L. micdadei
CEG60590.1	AVR58_06755	0.010	57	35.088	41	15	CEG60590.1 conserved protein of unknown function [sel-1 like domain] 	L. micdadei
KTD51605.1	AVR58_06755	1.54e-06	52	42.308	36	14	KTD51605.1 Sel-1 protein 	L. quinlivanii
KTD51605.1	AVR58_06755	0.001	46	39.130	36	12	KTD51605.1 Sel-1 protein 	L. quinlivanii
KTD51605.1	AVR58_06755	0.007	41	43.902	36	11	KTD51605.1 Sel-1 protein 	L. quinlivanii
WED42069.1	AVR58_06755	1.56e-06	158	27.848	70	42	WED42069.1 tetratricopeptide repeat protein 	L. cardiaca
WED42069.1	AVR58_06755	3.92e-04	178	25.843	70	47	WED42069.1 tetratricopeptide repeat protein 	L. cardiaca
WED42069.1	AVR58_06755	0.002	168	24.405	70	44	WED42069.1 tetratricopeptide repeat protein 	L. cardiaca
STX28719.1	AVR58_06755	2.29e-06	66	45.455	60	18	STX28719.1 Sel-1 protein 	L. beliardensis
STX28719.1	AVR58_06755	7.01e-06	59	38.983	60	16	STX28719.1 Sel-1 protein 	L. beliardensis
STX28719.1	AVR58_06755	6.10e-04	69	36.232	60	17	STX28719.1 Sel-1 protein 	L. beliardensis
STX28719.1	AVR58_06755	0.002	43	44.186	60	11	STX28719.1 Sel-1 protein 	L. beliardensis
STX28719.1	AVR58_06755	0.008	67	34.328	60	17	STX28719.1 Sel-1 protein 	L. beliardensis
KTD36836.1	AVR58_06755	3.08e-06	74	36.486	61	20	KTD36836.1 Sel-1 protein 	L. nautarum
KTD36836.1	AVR58_06755	8.70e-04	57	38.596	61	15	KTD36836.1 Sel-1 protein 	L. nautarum
KTD36836.1	AVR58_06755	0.003	58	34.483	61	15	KTD36836.1 Sel-1 protein 	L. nautarum
KTD36836.1	AVR58_06755	0.004	78	30.769	61	21	KTD36836.1 Sel-1 protein 	L. nautarum
STX51241.1	AVR58_06755	5.56e-06	70	40.000	70	19	STX51241.1 Sel-1 protein 	L. busanensis
STX51241.1	AVR58_06755	1.43e-05	83	37.349	70	21	STX51241.1 Sel-1 protein 	L. busanensis
STX51241.1	AVR58_06755	9.11e-05	62	37.097	70	16	STX51241.1 Sel-1 protein 	L. busanensis
STX51241.1	AVR58_06755	3.44e-04	66	34.848	70	18	STX51241.1 Sel-1 protein 	L. busanensis
SNV02069.1	AVR58_06755	7.15e-06	94	32.979	52	24	SNV02069.1 Sel-1 protein 	L. waltersii
SNV02069.1	AVR58_06755	5.27e-05	60	43.333	52	16	SNV02069.1 Sel-1 protein 	L. waltersii
SNV02069.1	AVR58_06755	0.004	63	36.508	52	17	SNV02069.1 Sel-1 protein 	L. waltersii
SNV02069.1	AVR58_06755	0.006	60	36.667	52	16	SNV02069.1 Sel-1 protein 	L. waltersii
KGP64135.1	AVR58_06755	7.79e-06	57	40.351	84	15	KGP64135.1 hypothetical protein EP47_10025 	L. norrlandica
KGP64135.1	AVR58_06755	1.46e-04	62	40.323	84	16	KGP64135.1 hypothetical protein EP47_10025 	L. norrlandica
KGP64135.1	AVR58_06755	7.40e-04	63	36.508	84	17	KGP64135.1 hypothetical protein EP47_10025 	L. norrlandica
KGP64135.1	AVR58_06755	7.99e-04	74	33.784	84	20	KGP64135.1 hypothetical protein EP47_10025 	L. norrlandica
KGP64135.1	AVR58_06755	0.005	59	38.983	84	16	KGP64135.1 hypothetical protein EP47_10025 	L. norrlandica
KGP64135.1	AVR58_06755	0.009	54	40.741	84	14	KGP64135.1 hypothetical protein EP47_10025 	L. norrlandica
STX93979.1	AVR58_06755	7.94e-06	164	27.439	72	33	STX93979.1 TPR repeat protein, protein-protein interaction 	L. londiniensis
STX93979.1	AVR58_06755	3.19e-05	102	30.392	72	22	STX93979.1 TPR repeat protein, protein-protein interaction 	L. londiniensis
STX93979.1	AVR58_06755	0.004	142	26.761	72	31	STX93979.1 TPR repeat protein, protein-protein interaction 	L. londiniensis
WED43959.1	AVR58_06755	8.73e-06	98	33.673	87	24	WED43959.1 sel1 repeat family protein 	L. cardiaca
WED43959.1	AVR58_06755	3.34e-04	75	34.667	87	20	WED43959.1 sel1 repeat family protein 	L. cardiaca
WED43959.1	AVR58_06755	8.65e-04	63	41.270	87	17	WED43959.1 sel1 repeat family protein 	L. cardiaca
WED43959.1	AVR58_06755	0.003	60	36.667	87	16	WED43959.1 sel1 repeat family protein 	L. cardiaca
WED43959.1	AVR58_06755	0.004	65	36.923	87	17	WED43959.1 sel1 repeat family protein 	L. cardiaca
WED43959.1	AVR58_06755	0.010	51	37.255	87	14	WED43959.1 sel1 repeat family protein 	L. cardiaca
VEG89745.1	AVR58_06755	1.21e-05	76	35.526	58	20	VEG89745.1 Sel-1 protein 	L. spiritensis
VEG89745.1	AVR58_06755	2.78e-04	42	47.619	58	11	VEG89745.1 Sel-1 protein 	L. spiritensis
VEG89745.1	AVR58_06755	0.001	59	40.678	58	16	VEG89745.1 Sel-1 protein 	L. spiritensis
VEG89745.1	AVR58_06755	0.003	53	41.509	58	14	VEG89745.1 Sel-1 protein 	L. spiritensis
STX44234.1	AVR58_06755	1.53e-05	155	25.161	75	35	STX44234.1 TPR repeat protein 	L. gratiana
STX44234.1	AVR58_06755	1.22e-04	143	27.972	75	31	STX44234.1 TPR repeat protein 	L. gratiana
STX44234.1	AVR58_06755	0.002	124	28.226	75	25	STX44234.1 TPR repeat protein 	L. gratiana
CEE13858.1	AVR58_06755	1.86e-05	101	29.703	77	27	CEE13858.1 Sel1 repeat protein 	L. massiliensis
CEE13858.1	AVR58_06755	3.47e-04	42	42.857	77	11	CEE13858.1 Sel1 repeat protein 	L. massiliensis
CEE13858.1	AVR58_06755	6.38e-04	54	37.037	77	14	CEE13858.1 Sel1 repeat protein 	L. massiliensis
CEE13858.1	AVR58_06755	0.010	58	34.483	77	15	CEE13858.1 Sel1 repeat protein 	L. massiliensis
CEE13858.1	AVR58_06755	0.010	67	32.836	77	18	CEE13858.1 Sel1 repeat protein 	L. massiliensis
